image,relative_path,style_classification,artist_attribution,timeframe_estimation,mode,date,additional_styles,artist_school,tags
gustave-dore_the-last-supper.jpg,Romanticism/gustave-dore_the-last-supper.jpg,romanticism,gustave-dore,1850-1900,train,,,french,"christianity,saints-and-apostles,jesus-christ,last-supper"
gustave-dore_the-levite-carries-the-woman-s-body-away.jpg,Romanticism/gustave-dore_the-levite-carries-the-woman-s-body-away.jpg,romanticism,gustave-dore,1850-1900,train,,,french,"christianity,levite,photograph,tree,stock photography"
gustave-dore_the-little-thumb.jpg,Romanticism/gustave-dore_the-little-thumb.jpg,romanticism,gustave-dore,1850-1900,train,,,french,"fictional-characters,charles-perrault-'histoires-ou-contes-du-temps-passé',sketch,human"
gustave-dore_the-lustful.jpg,Romanticism/gustave-dore_the-lustful.jpg,romanticism,gustave-dore,1850-1900,train,,,french,"sins-and-sinners,fictional-characters,dante,virgil,dante-alighieri-""the-divine-comedy"",photograph,monochrome photography,tree,stock photography,rock,monochrome,grass"
gustave-dore_the-martyrdom-of-eleazar-the-scribe.jpg,Romanticism/gustave-dore_the-martyrdom-of-eleazar-the-scribe.jpg,romanticism,gustave-dore,1850-1900,train,,,french,"christianity,eleazar,stock photography"
gustave-dore_the-martyrdom-of-the-holy-innocents-1868.jpg,Romanticism/gustave-dore_the-martyrdom-of-the-holy-innocents-1868.jpg,romanticism,gustave-dore,1850-1900,train,1868.0,,french,"christianity,military-and-soldiers,punishments-and-tortures"
gustave-dore_the-midianites-are-routed.jpg,Romanticism/gustave-dore_the-midianites-are-routed.jpg,romanticism,gustave-dore,1850-1900,train,,,french,"christianity,knights-and-warriors,text,stock photography"
gustave-dore_the-minataur.jpg,Romanticism/gustave-dore_the-minataur.jpg,romanticism,gustave-dore,1850-1900,train,,,french,"greek-and-roman-mythology,fictional-characters,dante,virgil,dante-alighieri-""the-divine-comedy"",minotaur,tree,stock photography"
gustave-dore_the-miraculous-draught-of-fishes.jpg,Romanticism/gustave-dore_the-miraculous-draught-of-fishes.jpg,romanticism,gustave-dore,1850-1900,train,,,french,"christianity,jesus-christ,food-and-beverages"
gustave-dore_the-moon.jpg,Romanticism/gustave-dore_the-moon.jpg,romanticism,gustave-dore,1850-1900,train,,,french,"fictional-characters,dante-alighieri-""the-divine-comedy"""
gustave-dore_the-mountain-s-foot.jpg,Romanticism/gustave-dore_the-mountain-s-foot.jpg,romanticism,gustave-dore,1850-1900,val,,,french,"fictional-characters,dante,virgil,dante-alighieri-""the-divine-comedy"",cliff,rock,tree,stock photography,terrain,tree stump"
gustave-dore_the-nativity.jpg,Romanticism/gustave-dore_the-nativity.jpg,romanticism,gustave-dore,1850-1900,train,,,french,"christianity,virgin-and-child,stock photography"
gustave-dore_the-new-jerusalem.jpg,Romanticism/gustave-dore_the-new-jerusalem.jpg,romanticism,gustave-dore,1850-1900,train,,,french,"christianity,jerusalem,angels-and-archangels,stock photography,organism,adaptation,rock"
gustave-dore_the-oceanides-1869.jpg,Romanticism/gustave-dore_the-oceanides-1869.jpg,romanticism,gustave-dore,1850-1900,train,1869.0,,french,"greek-and-roman-mythology,nymphs-and-satyrs,mythology"
gustave-dore_the-ogre-received-him-as-civilly-as-an-ogre-can.jpg,Romanticism/gustave-dore_the-ogre-received-him-as-civilly-as-an-ogre-can.jpg,romanticism,gustave-dore,1850-1900,train,,,french,"fictional-characters,charles-perrault-'histoires-ou-contes-du-temps-passé',puss,ogre"
gustave-dore_the-people-mourning-over-the-ruins-of-jerusalem-lamentations-1-1-2-1866.jpg,Romanticism/gustave-dore_the-people-mourning-over-the-ruins-of-jerusalem-lamentations-1-1-2-1866.jpg,romanticism,gustave-dore,1850-1900,train,1866.0,,french,"christianity,stock photography"
gustave-dore_the-resurrection.jpg,Romanticism/gustave-dore_the-resurrection.jpg,romanticism,gustave-dore,1850-1900,train,,,french,"christianity,angels-and-archangels,photograph,stock photography,tree,organism"
gustave-dore_the-return-of-the-prodigal-son.jpg,Romanticism/gustave-dore_the-return-of-the-prodigal-son.jpg,romanticism,gustave-dore,1850-1900,test,,,french,"christianity,holy places,history,stock photography"
gustave-dore_the-return.jpg,Romanticism/gustave-dore_the-return.jpg,romanticism,gustave-dore,1850-1900,train,,,french,"knights-and-warriors,fictional-characters,j-f.-michaud-'bibliotheque-des-croisades',tree,woodland,forest,stock photography"
gustave-dore_the-rime-of-the-ancient-mariner.jpg,Romanticism/gustave-dore_the-rime-of-the-ancient-mariner.jpg,romanticism,gustave-dore,1850-1900,train,,,french,"animals,birds,line"
gustave-dore_the-road-to-jerusalem-1877.jpg,Romanticism/gustave-dore_the-road-to-jerusalem-1877.jpg,romanticism,gustave-dore,1850-1900,train,1877.0,,french,"knights-and-warriors,fictional-characters,j-f.-michaud-'bibliotheque-des-croisades',angels-and-archangels,stock photography,wing"
gustave-dore_the-savoury-pulp-they-chew-and-in-the-rind-still-as-they-thirsted-scoop-the-brimming.jpg,Romanticism/gustave-dore_the-savoury-pulp-they-chew-and-in-the-rind-still-as-they-thirsted-scoop-the-brimming.jpg,romanticism,gustave-dore,1850-1900,train,,,french,"adam,fictional-characters,john-milton-""paradise-lost"",tree,water,organism"
gustave-dore_the-stoning-of-stephen.jpg,Romanticism/gustave-dore_the-stoning-of-stephen.jpg,romanticism,gustave-dore,1850-1900,train,,,french,"sins-and-sinners,fictional-characters,dante-alighieri-""the-divine-comedy"",stock photography,tree"
gustave-dore_the-styx-philippo-argenti.jpg,Romanticism/gustave-dore_the-styx-philippo-argenti.jpg,romanticism,gustave-dore,1850-1900,train,,,french,"rivers-and-waterfalls,fictional-characters,dante,virgil,dante-alighieri-""the-divine-comedy"",styx,tree,stock photography"
gustave-dore_the-sun-glorifies-souls.jpg,Romanticism/gustave-dore_the-sun-glorifies-souls.jpg,romanticism,gustave-dore,1850-1900,train,,,french,"fictional-characters,dante,virgil,dante-alighieri-""the-divine-comedy"",angels-and-archangels,stock photography"
ivan-aivazovsky_golden-horn-1895.jpg,Romanticism/ivan-aivazovsky_golden-horn-1895.jpg,romanticism,ivan-aivazovsky,1850-1900,train,1895.0,,"russian, armenian","houses-and-buildings,boats-and-ships,seas-and-oceans,vehicle,boat,atmospheric phenomenon,tall ship,mast,watercraft,calm"
ivan-aivazovsky_gondolier-at-sea-by-night-1843.jpg,Romanticism/ivan-aivazovsky_gondolier-at-sea-by-night-1843.jpg,romanticism,ivan-aivazovsky,1800-1850,train,1843.0,,"russian, armenian","sunrise-and-sunset,boats-and-ships,seas-and-oceans,boat,sky,vehicle,atmospheric phenomenon,calm,sailing,watercraft"
ivan-aivazovsky_gunboat-off-crete-1897.jpg,Romanticism/ivan-aivazovsky_gunboat-off-crete-1897.jpg,romanticism,ivan-aivazovsky,1850-1900,train,1897.0,,"russian, armenian","boats-and-ships,seas-and-oceans,mountains,vehicle,watercraft,boat,ship"
ivan-aivazovsky_gurzuf-1859.jpg,Romanticism/ivan-aivazovsky_gurzuf-1859.jpg,romanticism,ivan-aivazovsky,1850-1900,train,1859.0,,"russian, armenian","boats-and-ships,seas-and-oceans,islands-and-bays,crimea,mountains,gurzuf,boat,vehicle,sky,calm,watercraft,east indiaman,fluyt,galleon"
ivan-aivazovsky_gurzuf-night-1849.jpg,Romanticism/ivan-aivazovsky_gurzuf-night-1849.jpg,romanticism,ivan-aivazovsky,1800-1850,train,1849.0,,"russian, armenian","boats-and-ships,seas-and-oceans,twilight-and-night,crimea,mountains,gurzuf,crimean-mountains,sky,cloud,sea"
ivan-aivazovsky_on-the-roads-1874.jpg,Romanticism/ivan-aivazovsky_on-the-roads-1874.jpg,romanticism,ivan-aivazovsky,1850-1900,train,1874.0,,"russian, armenian","boats-and-ships,seas-and-oceans,mountains,sky,boat,morning,vehicle,calm,waterway,watercraft"
ivan-aivazovsky_on-the-sea.jpg,Romanticism/ivan-aivazovsky_on-the-sea.jpg,romanticism,ivan-aivazovsky,1850-1900,val,,,"russian, armenian","boats-and-ships,seas-and-oceans,cliffs-and-rocks,boat,sailing,vehicle,sail,watercraft"
ivan-aivazovsky_on-the-storm-1872.jpg,Romanticism/ivan-aivazovsky_on-the-storm-1872.jpg,romanticism,ivan-aivazovsky,1850-1900,train,1872.0,,"russian, armenian","storm-and-tempest,boats-and-ships,seas-and-oceans,atmospheric phenomenon,sky,wave,sea,wind wave"
ivan-aivazovsky_on-the-storm-1899.jpg,Romanticism/ivan-aivazovsky_on-the-storm-1899.jpg,romanticism,ivan-aivazovsky,1850-1900,val,1899.0,,"russian, armenian","storm-and-tempest,seas-and-oceans,twilight-and-night,mountains,sky,cloud,daytime,atmospheric phenomenon,atmosphere,cumulus"
ivan-aivazovsky_oreanda-1858.jpg,Romanticism/ivan-aivazovsky_oreanda-1858.jpg,romanticism,ivan-aivazovsky,1850-1900,train,1858.0,,"russian, armenian","seas-and-oceans,forests-and-trees,mountains,nature,natural landscape,tree,rock"
ivan-aivazovsky_seascape-1856.jpg,Romanticism/ivan-aivazovsky_seascape-1856.jpg,romanticism,ivan-aivazovsky,1850-1900,train,1856.0,,"russian, armenian","sun-and-moon,boats-and-ships,seas-and-oceans,twilight-and-night,mountains,atmospheric phenomenon,sky,vehicle"
ivan-aivazovsky_seascape-1870-1.jpg,Romanticism/ivan-aivazovsky_seascape-1870-1.jpg,romanticism,ivan-aivazovsky,1850-1900,train,1870.0,,"russian, armenian","boats-and-ships,seas-and-oceans,mountains,atmospheric phenomenon,sky"
ivan-aivazovsky_seascape-1871.jpg,Romanticism/ivan-aivazovsky_seascape-1871.jpg,romanticism,ivan-aivazovsky,1850-1900,train,1871.0,,"russian, armenian","boats-and-ships,seas-and-oceans,boat,calm,sky,vehicle,watercraft"
ivan-aivazovsky_seascape-1874.jpg,Romanticism/ivan-aivazovsky_seascape-1874.jpg,romanticism,ivan-aivazovsky,1850-1900,val,1874.0,,"russian, armenian","boats-and-ships,seas-and-oceans,boat,vehicle,schooner,sailboat,sail,sloop,clipper,galiot"
ivan-aivazovsky_seascape-1878.jpg,Romanticism/ivan-aivazovsky_seascape-1878.jpg,romanticism,ivan-aivazovsky,1850-1900,train,1878.0,,"russian, armenian","boats-and-ships,seas-and-oceans,caves-and-volcanoes,sky,atmospheric phenomenon,vehicle,boat,calm,sea"
ivan-aivazovsky_the-caucasus.jpg,Romanticism/ivan-aivazovsky_the-caucasus.jpg,romanticism,ivan-aivazovsky,1850-1900,train,,,"russian, armenian","caucasus mountains,mountains,mountainous landforms,mountain,sky,natural landscape,canyon,mountain range,valley,badlands,highland,national park"
ivan-aivazovsky_the-coast-at-amalfi-1841.jpg,Romanticism/ivan-aivazovsky_the-coast-at-amalfi-1841.jpg,romanticism,ivan-aivazovsky,1800-1850,train,1841.0,,"russian, armenian","boats-and-ships,seas-and-oceans,mountains,sky,cliff,calm,boat,vehicle,coastal and oceanic landforms"
ivan-aivazovsky_the-daryal-canyon-1862.jpg,Romanticism/ivan-aivazovsky_the-daryal-canyon-1862.jpg,romanticism,ivan-aivazovsky,1850-1900,train,1862.0,,"russian, armenian","mountains,nature,sky,natural landscape,atmospheric phenomenon,water,sunlight,atmosphere,river"
ivan-aivazovsky_the-gale-on-sea-is-over-1839.jpg,Romanticism/ivan-aivazovsky_the-gale-on-sea-is-over-1839.jpg,romanticism,ivan-aivazovsky,1800-1850,train,1839.0,,"russian, armenian","storm-and-tempest,boats-and-ships,seas-and-oceans,sky"
ivan-aivazovsky_the-harbor-at-odessa-on-the-black-sea-1852.jpg,Romanticism/ivan-aivazovsky_the-harbor-at-odessa-on-the-black-sea-1852.jpg,romanticism,ivan-aivazovsky,1850-1900,train,1852.0,,"russian, armenian","boats-and-ships,seas-and-oceans,moles-and-embankments,vehicle,sailing ship,sky,first-rate,frigate,watercraft,ship,east indiaman,boat,ship of the line"
ivan-aivazovsky_yalta-1838.jpg,Romanticism/ivan-aivazovsky_yalta-1838.jpg,romanticism,ivan-aivazovsky,1800-1850,train,1838.0,,"russian, armenian","boats-and-ships,seas-and-oceans,moles-and-embankments,yalta,crimea,sky"
ivan-aivazovsky_yalta-1899.jpg,Romanticism/ivan-aivazovsky_yalta-1899.jpg,romanticism,ivan-aivazovsky,1850-1900,train,1899.0,,"russian, armenian","storm-and-tempest,boats-and-ships,seas-and-oceans,crimea,mountains,wave,wind wave,sea,tide,nature,sky,ocean,storm,coast,atmospheric phenomenon"
ivan-aivazovsky_yalta-the-mountains-at-night.jpg,Romanticism/ivan-aivazovsky_yalta-the-mountains-at-night.jpg,romanticism,ivan-aivazovsky,1850-1900,train,,,"russian, armenian","sun-and-moon,boats-and-ships,seas-and-oceans,twilight-and-night,mountains,crimean-mountains,sky,sea,ocean"
paul-cezanne_landscape-1870.jpg,Romanticism/paul-cezanne_landscape-1870.jpg,romanticism,paul-cezanne,1850-1900,train,1870.0,,french,"tree,formation"
paul-cezanne_landscape-in-the-ile-de-france-1865.jpg,Romanticism/paul-cezanne_landscape-in-the-ile-de-france-1865.jpg,romanticism,paul-cezanne,1850-1900,train,1865.0,,french,"tree,sky,natural landscape,meadow,pasture,grassland"
paul-cezanne_landscape-of-provence-1870.jpg,Romanticism/paul-cezanne_landscape-of-provence-1870.jpg,romanticism,paul-cezanne,1850-1900,train,1870.0,,french,
paul-cezanne_landscape-with-fountain-1867.jpg,Romanticism/paul-cezanne_landscape-with-fountain-1867.jpg,romanticism,paul-cezanne,1850-1900,train,1867.0,,french,"tree,bench,furniture"
paul-cezanne_landscape-with-mill-1860.jpg,Romanticism/paul-cezanne_landscape-with-mill-1860.jpg,romanticism,paul-cezanne,1850-1900,train,1860.0,,french,
paul-cezanne_lane-of-chestnut-trees-at-the-jas-de-bouffan-1871.jpg,Romanticism/paul-cezanne_lane-of-chestnut-trees-at-the-jas-de-bouffan-1871.jpg,romanticism,paul-cezanne,1850-1900,train,1871.0,,french,"tree,nature,natural environment,old-growth forest,natural landscape,biome,northern hardwood forest,forest,plant"
paul-cezanne_luncheon-on-the-grass-1869.jpg,Romanticism/paul-cezanne_luncheon-on-the-grass-1869.jpg,romanticism,paul-cezanne,1850-1900,train,1869.0,,french,
boris-kustodiev_a-merchant-in-a-fur-coat-1920.jpg,Art_Nouveau_Modern/boris-kustodiev_a-merchant-in-a-fur-coat-1920.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1920.0,,russian,"male-portraits,markets-and-shops,outerwear,fur"
boris-kustodiev_at-the-old-suzdal.jpg,Art_Nouveau_Modern/boris-kustodiev_at-the-old-suzdal.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,,,russian,"mealtimes,food-and-beverages,suzdal"
boris-kustodiev_autumn-1915.jpg,Art_Nouveau_Modern/boris-kustodiev_autumn-1915.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1915.0,,russian,"autumn,male-portraits,gardens-and-parks,tree,leaf"
boris-kustodiev_autumn-1924.jpg,Art_Nouveau_Modern/boris-kustodiev_autumn-1924.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1924.0,,russian,"autumn,streets-and-squares,houses-and-buildings,tree"
boris-kustodiev_autumn-festivities-1922.jpg,Art_Nouveau_Modern/boris-kustodiev_autumn-festivities-1922.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1922.0,,russian,"autumn,streets-and-squares,houses-and-buildings,celebrations-and-festivals,town"
boris-kustodiev_autumn-in-the-province-teatime-1926.jpg,Art_Nouveau_Modern/boris-kustodiev_autumn-in-the-province-teatime-1926.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1926.0,,russian,"autumn,streets-and-squares,houses-and-buildings,mealtimes,tree"
boris-kustodiev_baker-1918.jpg,Art_Nouveau_Modern/boris-kustodiev_baker-1918.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1918.0,,russian,"male-portraits,food-and-beverages"
boris-kustodiev_bather-1922.jpg,Art_Nouveau_Modern/boris-kustodiev_bather-1922.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1922.0,,russian,"female-nude,rivers-and-waterfalls,male"
boris-kustodiev_bather-seated-on-the-shore-1926.jpg,Art_Nouveau_Modern/boris-kustodiev_bather-seated-on-the-shore-1926.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1926.0,,russian,"female-nude,rivers-and-waterfalls"
boris-kustodiev_bathing-1921-1.jpg,Art_Nouveau_Modern/boris-kustodiev_bathing-1921-1.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1921.0,,russian,"female-nude,rivers-and-waterfalls,boats-and-ships,bayou,bank"
boris-kustodiev_beauty-1918.jpg,Art_Nouveau_Modern/boris-kustodiev_beauty-1918.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,val,1918.0,,russian,"female-nude,furniture-and-decoration,textile,fictional character"
boris-kustodiev_bishop-1921.jpg,Art_Nouveau_Modern/boris-kustodiev_bishop-1921.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,val,1921.0,,russian,"streets-and-squares,houses-and-buildings,bishops,holy places,history"
boris-kustodiev_blanket-1915.jpg,Art_Nouveau_Modern/boris-kustodiev_blanket-1915.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1915.0,,russian,"clothing-and-textile,muscle,hand,organ,arm,flesh,human,human anatomy,human body,jaw"
boris-kustodiev_blue-house-1920.jpg,Art_Nouveau_Modern/boris-kustodiev_blue-house-1920.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1920.0,,russian,"houses-and-buildings,mealtimes,house"
boris-kustodiev_build-a-monastery-1906.jpg,Art_Nouveau_Modern/boris-kustodiev_build-a-monastery-1906.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,test,1906.0,,russian,friars-and-monks
boris-kustodiev_buremetr-1926.jpg,Art_Nouveau_Modern/boris-kustodiev_buremetr-1926.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,val,1926.0,,russian,"designs-and-sketches,e.-zamyatin,the-flea"
boris-kustodiev_catching-of-homeless-dogs.jpg,Art_Nouveau_Modern/boris-kustodiev_catching-of-homeless-dogs.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,,,russian,"animals,streets-and-squares,dogs,houses-and-buildings,hunting-and-racing,house"
boris-kustodiev_children-of-the-artist-1913.jpg,Art_Nouveau_Modern/boris-kustodiev_children-of-the-artist-1913.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1913.0,,russian,"flowers-and-plants,doors-and-windows,children portraits,majorelle blue,flower,botany,plant"
boris-kustodiev_daria-takes-away-hay-1921.jpg,Art_Nouveau_Modern/boris-kustodiev_daria-takes-away-hay-1921.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1921.0,,russian,"fictional-characters,nikolay-nekrasov-""grandfather-frost-the-red-nose"",daria"
boris-kustodiev_designs-of-female-costume-1923.jpg,Art_Nouveau_Modern/boris-kustodiev_designs-of-female-costume-1923.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1923.0,,russian,"designs-and-sketches,the-rooster---gold-scallop,clothing,fashion illustration,turquoise,costume design,fashion,fashion design,costume"
boris-kustodiev_doctor-pharmacist-and-a-second-khaldei-1924.jpg,Art_Nouveau_Modern/boris-kustodiev_doctor-pharmacist-and-a-second-khaldei-1924.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1924.0,,russian,"male-portraits,designs-and-sketches,e.-zamyatin,the-flea,costume design"
boris-kustodiev_embankment-of-venice-1918.jpg,Art_Nouveau_Modern/boris-kustodiev_embankment-of-venice-1918.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1918.0,,russian,"houses-and-buildings,venice,boats-and-ships"
boris-kustodiev_england-1924.jpg,Art_Nouveau_Modern/boris-kustodiev_england-1924.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1924.0,,russian,"instruments-and-mechanisms,mealtimes,england"
boris-kustodiev_england-1926.jpg,Art_Nouveau_Modern/boris-kustodiev_england-1926.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1926.0,,russian,"instruments-and-mechanisms,england"
boris-kustodiev_english-merya-1924.jpg,Art_Nouveau_Modern/boris-kustodiev_english-merya-1924.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1924.0,,russian,"female-portraits,costume design,fashion illustration"
boris-kustodiev_english-polovoy-and-polshkiper-1924.jpg,Art_Nouveau_Modern/boris-kustodiev_english-polovoy-and-polshkiper-1924.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1924.0,,russian,"male-portraits,sketch"
boris-kustodiev_english-wonders-buremetr-1926.jpg,Art_Nouveau_Modern/boris-kustodiev_english-wonders-buremetr-1926.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1926.0,,russian,instruments-and-mechanisms
boris-kustodiev_fair-1908.jpg,Art_Nouveau_Modern/boris-kustodiev_fair-1908.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,val,1908.0,,russian,"markets-and-shops,food-and-beverages,organism"
boris-kustodiev_february-27-1917.jpg,Art_Nouveau_Modern/boris-kustodiev_february-27-1917.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1917.0,,russian,"battles-and-wars,historical-events,1917,the-february-revolution,february-27,town,city,human settlement,building"
boris-kustodiev_festive-gathering-1910.jpg,Art_Nouveau_Modern/boris-kustodiev_festive-gathering-1910.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1910.0,,russian,"rivers-and-waterfalls,celebrations-and-festivals,tree,event"
boris-kustodiev_festivities.jpg,Art_Nouveau_Modern/boris-kustodiev_festivities.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,,,russian,"celebrations-and-festivals,organism"
boris-kustodiev_fireplace-night-1917.jpg,Art_Nouveau_Modern/boris-kustodiev_fireplace-night-1917.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,val,1917.0,,russian,"animals,horses,twilight-and-night,forests-and-trees,children portraits,horse,tree,rural area"
boris-kustodiev_fontanka-1916.jpg,Art_Nouveau_Modern/boris-kustodiev_fontanka-1916.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1916.0,,russian,"streets-and-squares,houses-and-buildings,rivers-and-waterfalls,town"
boris-kustodiev_frosty-morning-1913.jpg,Art_Nouveau_Modern/boris-kustodiev_frosty-morning-1913.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1913.0,,russian,"winter,streets-and-squares,houses-and-buildings,roads-and-vehicles"
boris-kustodiev_furnacheva-1914.jpg,Art_Nouveau_Modern/boris-kustodiev_furnacheva-1914.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,val,1914.0,,russian,"fictional-characters,furnacheva,saltykov-shchedrin-""the-death-of-pazukhin"",clothing,costume design,victorian fashion"
boris-kustodiev_girl-with-flowers-1917.jpg,Art_Nouveau_Modern/boris-kustodiev_girl-with-flowers-1917.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,test,1917.0,,russian,"flowers-and-plants,furniture-and-decoration,children portraits"
boris-kustodiev_gostiny-dvor-1921.jpg,Art_Nouveau_Modern/boris-kustodiev_gostiny-dvor-1921.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1921.0,,russian,"streets-and-squares,houses-and-buildings,markets-and-shops,holy places,history,arch"
boris-kustodiev_holiday-in-the-countryside-1917.jpg,Art_Nouveau_Modern/boris-kustodiev_holiday-in-the-countryside-1917.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1917.0,,russian,"houses-and-buildings,countryside,mealtimes,celebrations-and-festivals,pole,rural area"
boris-kustodiev_horses-in-the-storm-1918.jpg,Art_Nouveau_Modern/boris-kustodiev_horses-in-the-storm-1918.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1918.0,,russian,"animals,storm-and-tempest,horses,forests-and-trees,nature,tree,sky,natural landscape"
boris-kustodiev_i-picked-strawberries-1927.jpg,Art_Nouveau_Modern/boris-kustodiev_i-picked-strawberries-1927.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1927.0,,russian,"fruits-and-vegetables,female-portraits,text,pattern"
boris-kustodiev_illustration-for-nikolay-nekrasov-poem-uncle-jacob-1921.jpg,Art_Nouveau_Modern/boris-kustodiev_illustration-for-nikolay-nekrasov-poem-uncle-jacob-1921.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,test,1921.0,,russian,"fictional-characters,nikolay-nekrasov,uncle-jacob,people"
boris-kustodiev_in-the-birch-forest.jpg,Art_Nouveau_Modern/boris-kustodiev_in-the-birch-forest.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,,,russian,"female-portraits,forests-and-trees,tree"
boris-kustodiev_in-the-box-1912.jpg,Art_Nouveau_Modern/boris-kustodiev_in-the-box-1912.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1912.0,,russian,"arts-and-crafts,theatres"
boris-kustodiev_in-the-living-room-in-moscow-in-1840-s-1912.jpg,Art_Nouveau_Modern/boris-kustodiev_in-the-living-room-in-moscow-in-1840-s-1912.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1912.0,,russian,"group-portraits,pictures-and-drafts,furniture-and-decoration,room"
boris-kustodiev_in-the-market-day-1922.jpg,Art_Nouveau_Modern/boris-kustodiev_in-the-market-day-1922.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1922.0,,russian,"streets-and-squares,houses-and-buildings,markets-and-shops,horse"
boris-kustodiev_in-the-monastery-1907.jpg,Art_Nouveau_Modern/boris-kustodiev_in-the-monastery-1907.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1907.0,,russian,friars-and-monks
boris-kustodiev_introduction-picture-from-the-magazine-vampire-1905.jpg,Art_Nouveau_Modern/boris-kustodiev_introduction-picture-from-the-magazine-vampire-1905.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1905.0,,russian,"allegories-and-symbols,moscow,skeletons-and-skulls,magazine-vampire,fictional character,fiction,comics"
boris-kustodiev_katerina-costume-design-for-nikolai-ostrovsky-s-the-thunderstorm-1920.jpg,Art_Nouveau_Modern/boris-kustodiev_katerina-costume-design-for-nikolai-ostrovsky-s-the-thunderstorm-1920.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,test,1920.0,,russian,"designs-and-sketches,nikolai-ostrovsky,the-thunderstorm,lady,outerwear,costume design"
boris-kustodiev_mercahnt-s-wife-1919.jpg,Art_Nouveau_Modern/boris-kustodiev_mercahnt-s-wife-1919.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1919.0,,russian,"female-portraits,lady"
boris-kustodiev_mercahnt-s-wife-drinking-tea-1923.jpg,Art_Nouveau_Modern/boris-kustodiev_mercahnt-s-wife-drinking-tea-1923.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1923.0,,russian,"female-portraits,fruit"
boris-kustodiev_mercahnt-s-wife-with-purchases-1920.jpg,Art_Nouveau_Modern/boris-kustodiev_mercahnt-s-wife-with-purchases-1920.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1920.0,,russian,"female-portraits,streets-and-squares"
boris-kustodiev_merchant-1920-1.jpg,Art_Nouveau_Modern/boris-kustodiev_merchant-1920-1.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1920.0,,russian,"male-portraits,markets-and-shops,children portraits"
boris-kustodiev_merchant-1923.jpg,Art_Nouveau_Modern/boris-kustodiev_merchant-1923.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1923.0,,russian,"male-portraits,markets-and-shops"
boris-kustodiev_merchant-s-wife-on-the-balcony-1920.jpg,Art_Nouveau_Modern/boris-kustodiev_merchant-s-wife-on-the-balcony-1920.jpg,art_nouveau_modern,boris-kustodiev,1900-1950,train,1920.0,,russian,"female-portraits,streets-and-squares,mealtimes"
